Stn,date,year,julianweek,month,chl,temp,TKN,TP,Secchi,Kd,TotalPhyto
Nns,12/7/2017,2017,27,7,8.66,24.25,0.452,0.0331,2,1.23,1541.84
Nns,9/8/2017,2017,31,8,12.54,23.14,0.486,0.0449,1.5,1.23,577.77
Nns,6/9/2017,2017,35,9,6.69,20.85,0.449,0.0313,1.7,1.27,9741.7
Nns,2/10/2017,2017,39,10,8.46,20.4,0.462,0.0384,1.75,0.72,1686.89
Nns,7/11/2017,2017,44,11,6.98,9.35,0.452,0.0251,2.4,1.05,714.9
Nns,1/5/2018,2018,17,5,1.5,10.76,0.332,0.0178,2.6,0.86,660.16
Nns,29/05/2018,2018,21,5,16.31,21.31,0.343,0.0277,2.5,1.03,3035.99
Nns,26/06/2018,2018,25,6,4.66,21.48,0.382,0.0107,2.6,0.91,761.41
Nns,26/07/2018,2018,29,7,24.5,25.3,0.362,0.0334,1.2,1.58,8117.65
Nns,23/08/2018,2018,33,8,58.22,23.91,0.403,0.117,0.8,,2555.69
Nns,19/09/2018,2018,37,9,42.36,23.15,0.391,0.0979,0.8,2.07,1630.78
Nns,30/10/2018,2018,43,10,6.74,7.09,0.403,0.0282,2.5,0.82,874.54
