x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.18,1964-06-18 00:00:00,ON,1964,6,18,17.5,,12.8,,22.2,,0,T,0,T,0,,0,,0,,0,,0,,0.5,,45,,81,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.19,1964-06-19 00:00:00,ON,1964,6,19,19.5,,12.8,,26.1,,0,,0,,0,,0,,25,,32,,1.5,,0,,66,,94,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.20,1964-06-20 00:00:00,ON,1964,6,20,24.2,,17.8,,30.6,,0,,0,,0,,0,,23,S,45,,6.2,,0,,40,,87,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.21,1964-06-21 00:00:00,ON,1964,6,21,19.5,,12.8,,26.1,,0,T,0,T,0,,0,,0,,0,,1.5,,0,,53,,90,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.22,1964-06-22 00:00:00,ON,1964,6,22,21.7,,15,,28.3,,0,,0,,0,,0,,0,,0,,3.7,,0,,46,,94,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.23,1964-06-23 00:00:00,ON,1964,6,23,23.1,,15,,31.1,,0.3,,0.3,,0,,0,,20,,42,,5.1,,0,,55,,90,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.24,1964-06-24 00:00:00,ON,1964,6,24,19.5,,12.8,,26.1,,0,T,0,T,0,,0,,25,,74,,1.5,,0,,40,,90,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.25,1964-06-25 00:00:00,ON,1964,6,25,16.2,,11.7,,20.6,,0,,0,,0,,0,,23,,45,,0,,1.8,,60,,91,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.26,1964-06-26 00:00:00,ON,1964,6,26,20.6,,13.3,,27.8,,0.3,,0.3,,0,,0,,23,,97,,2.6,,0,,56,,90,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.27,1964-06-27 00:00:00,ON,1964,6,27,18.9,,11.7,,26.1,,0,,0,,0,,0,,34,,32,,0.9,,0,,33,,91,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.28,1964-06-28 00:00:00,ON,1964,6,28,15.8,,8.3,,23.3,,0,,0,,0,,0,,0,,0,,0,,2.2,,41,,86,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.29,1964-06-29 00:00:00,ON,1964,6,29,18.6,,11.1,,26.1,,0,,0,,0,,0,,0,,0,,0.6,,0,,49,,80,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.30,1964-06-30 00:00:00,ON,1964,6,30,27.3,,18.9,,35.6,,0,,0,,0,,0,,29,S,45,,9.3,,0,,31,,88,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.1,1964-07-01 00:00:00,ON,1964,7,1,25.6,,19.4,,31.7,,0,,0,,0,,0,,27,,32,,7.6,,0,,40,,88,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.2,1964-07-02 00:00:00,ON,1964,7,2,19.8,,17.8,,21.7,,12.4,,12.4,,0,,0,,0,,0,,1.8,,0,,85,,98,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.3,1964-07-03 00:00:00,ON,1964,7,3,21.4,,16.7,,26.1,,0,T,0,T,0,,0,,23,,40,,3.4,,0,,60,,98,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.4,1964-07-04 00:00:00,ON,1964,7,4,17.8,,14.4,,21.1,,0,,0,,0,,0,,34,,39,,0,,0.2,,60,,89,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.5,1964-07-05 00:00:00,ON,1964,7,5,19.5,,12.8,,26.1,,0,,0,,0,,0,,34,S,32,,1.5,,0,,37,,93,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.6,1964-07-06 00:00:00,ON,1964,7,6,19.5,,11.7,,27.2,,0,,0,,0,,0,,25,,34,,1.5,,0,,36,,93,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.7,1964-07-07 00:00:00,ON,1964,7,7,20.8,,14.4,,27.2,,0,,0,,0,,0,,23,,35,,2.8,,0,,39,,85,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.8,1964-07-08 00:00:00,ON,1964,7,8,21.1,,12.8,,29.4,,0,,0,,0,,0,,0,,0,,3.1,,0,,34,,88,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.9,1964-07-09 00:00:00,ON,1964,7,9,22.2,,15,,29.4,,0,T,0,T,0,,0,,0,,0,,4.2,,0,,42,,89,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.10,1964-07-10 00:00:00,ON,1964,7,10,21.7,,14.4,,28.9,,0,,0,,0,,0,,23,,31,,3.7,,0,,50,,93,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.11,1964-07-11 00:00:00,ON,1964,7,11,22,,16.1,,27.8,,0,,0,,0,,0,,20,S,31,,4,,0,,49,,86,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.12,1964-07-12 00:00:00,ON,1964,7,12,17.5,,15.6,,19.4,,18,,18,,0,,0,,34,,37,,0,,0.5,,79,,97,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.13,1964-07-13 00:00:00,ON,1964,7,13,18.1,,16.1,,20,,19.6,,19.6,,0,,0,,11,,45,,0.1,,0,,75,,98,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.14,1964-07-14 00:00:00,ON,1964,7,14,20.8,,17.2,,24.4,,0.3,,0.3,,0,,0,,23,,48,,2.8,,0,,49,,100,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.15,1964-07-15 00:00:00,ON,1964,7,15,19.8,,15.6,,23.9,,0,,0,,0,,0,,25,,43,,1.8,,0,,63,,91,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.16,1964-07-16 00:00:00,ON,1964,7,16,19.7,,13.3,,26.1,,0,,0,,0,,0,,20,,31,,1.7,,0,,49,,95,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.17,1964-07-17 00:00:00,ON,1964,7,17,22.5,,17.2,,27.8,,0,,0,,0,,0,,23,,34,,4.5,,0,,68,,92,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.18,1964-07-18 00:00:00,ON,1964,7,18,25.3,,20.6,,30,,0,,0,,0,,0,,25,,43,,7.3,,0,,51,,87,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.19,1964-07-19 00:00:00,ON,1964,7,19,25.3,,21.1,,29.4,,0,,0,,0,,0,,0,,0,,7.3,,0,,57,,89,
